 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
443,115246918,21,18,1866,5407,1419,0,88.85714286,308.4479349,2920,0,300.3888889,724.4097913,63.1079783,0.338403843,3032813.632,4567094.756,10000000,3,115000000,5762345.9,4949744.57,10000000,3,111000000,6505381.118,4933025.824,10100000,224,0,0,0,0,432,504,0.182217454,0.156186389,0,2920,181.825,538.075435,289525.1737,0,0,0,1,0,0,0,0,0,186.4871795,88.85714286,300.3888889,432,0,0,0,0,0,0,21,1866,18,5407,8192,1038,20,20,53168.81818,45960.16958,191689,38203,9999739.091,4805.174741,10000000,9990849
80,116914221,17,15,519,1598,435,0,30.52941176,104.2485717,796,0,106.5333333,279.9269973,18.10729253,0.273704941,3771426.484,4765825.375,10000000,78,117000000,7307138.812,4268345.048,10000000,21562,112000000,8005493.286,3995284.26,10000000,794,0,0,0,0,364,444,0.14540575,0.128299191,0,796,64.15151515,203.1923536,41287.13258,0,0,0,1,0,0,0,0,0,66.15625,30.52941176,106.5333333,364,0,0,0,0,0,0,17,519,15,1598,8192,288,15,20,207137.3636,603651.4474,2027204,23651,9981720.273,66743.52512,10000000,9780990
80,115745996,17,15,376,774,292,0,22.11764706,69.57539288,384,0,51.6,134.962852,9.935548872,0.276467447,3733741.806,4797115.514,10000000,58,116000000,7234124.75,4423061.576,10100000,321,110000000,7892074.571,4223580.048,10000000,520,0,0,0,0,364,444,0.146873331,0.129594116,0,384,34.84848485,103.174646,10645.00758,0,0,0,1,0,0,0,0,0,35.9375,22.11764706,51.6,364,0,0,0,0,0,0,17,376,15,774,8192,946,15,20,66372.63636,90693.34308,339785,38126,9977985.364,79450.14235,10000000,9739016
80,116914144,16,15,513,1598,435,0,32.0625,107.4693561,796,0,106.5333333,279.9269973,18.05598474,0.265151837,3897138.133,4796009.57,10000000,62,117000000,7794276.267,3932212.919,10000000,24156,112000000,8006604.929,3995615.135,10000000,610,0,0,0,0,344,444,0.136852561,0.128299276,0,796,65.96875,206.1710039,42506.48286,0,0,0,1,0,0,0,0,0,68.09677419,32.0625,106.5333333,344,0,0,0,0,0,0,16,513,15,1598,8192,288,14,20,206302.7273,604396.9092,2028625,23546,9983956.545,68352.86624,10000000,9778341
80,118796844,20,18,1386,5316,430,0,69.3,155.4663951,1768,0,295.3333333,637.4670464,56.41564013,0.319873818,3210725.514,4578568.925,10000000,1,119000000,6252465.474,4707475.94,10000000,393,113000000,6654301.647,4725923.13,10000000,154,0,0,0,0,412,504,0.168354641,0.151519177,0,1768,171.8461538,455.4277075,207414.3968,0,0,0,1,0,0,0,0,0,176.3684211,69.3,295.3333333,412,0,0,0,0,0,0,20,1386,18,5316,8192,1013,19,20,282103.4545,848991.0472,2841870,23064,10000000.0,5148.339656,10000000,9992872
80,116074336,16,14,514,1779,430,0,32.125,106.1105556,1773,0,127.0714286,473.7335285,19.7545821,0.258455065,4002563.31,4879973.093,10000000,26,116000000,7738289.067,4151361.953,10100000,324,110000000,8499101.923,3763555.472,10100000,918,0,0,0,0,332,424,0.137842701,0.120612363,0,1773,73.96774194,324.518154,105312.0323,0,0,0,1,0,0,0,0,0,76.43333333,32.125,127.0714286,332,0,0,0,0,0,0,16,514,14,1779,8192,946,15,20,41798.0,11524.7595,75222,36595,10000000.0,7741.857491,10000000,9992840
80,119345752,25,22,2700,7170,435,0,108.0,187.5599904,796,0,325.9090909,400.3457921,82.70089077,0.393813766,2594472.87,4255215.601,10000000,154,119000000,4972739.667,4829418.158,10000000,176,115000000,5452787.905,4938348.751,10000000,1026,0,0,0,0,548,584,0.209475407,0.184338358,0,796,205.625,319.8720239,102318.1117,0,0,0,1,0,0,0,0,0,210.0,108.0,325.9090909,548,0,0,0,0,0,0,25,2700,22,7170,8192,298,21,20,429836.2727,1339639.317,4468985,23474,9980051.636,79869.94328,10000000,9739562
80,119419504,18,15,950,3931,430,0,52.77777778,137.2419742,1963,0,262.0666667,690.3759293,40.87272042,0.27633677,3731859.5,4738534.629,10000000,77,119000000,7024676.706,4387153.943,10000000,187,114000000,8178165.571,3792719.491,10000000,1333,0,0,0,0,372,444,0.150729147,0.125607623,0,1963,143.5588235,472.6610158,223408.4358,0,0,0,1,0,0,0,0,0,147.9090909,52.77777778,262.0666667,372,0,0,0,0,0,0,18,950,15,3931,8192,980,17,20,405721.8182,1265622.927,4221707,22921,10000000.0,5314.238569,10000000,9996909
443,116406044,22,20,4133,6229,2760,0,187.8636364,596.399618,2760,0,311.45,724.563206,89.01599645,0.360806008,2839171.805,4445920.722,10000000,11,116000000,5543144.952,4969434.244,10100000,43,111000000,5864161.632,5090586.095,10100000,192,0,0,0,0,452,408,0.188993623,0.171812385,0,2760,240.9767442,648.5120144,420567.8328,0,0,0,1,0,0,0,0,0,246.7142857,187.8636364,311.45,452,0,0,0,0,0,0,22,4133,20,6229,8192,8124,21,20,142487.7273,189255.8881,713077,84050,9985960.909,60110.18978,10000000,9805531
14087,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,8177,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,112508403,30,34,2231,51489,509,0,74.36666667,153.0439385,7300,0,1514.382353,1760.679036,477.4754469,0.5688464,1785847.667,3805447.0,10000000,3,112000000,3877476.414,4905715.127,10100000,196,112000000,3407194.545,4781537.401,10100000,24,0,0,0,0,612,812,0.26664675,0.30219965,0,7300,826.4615385,1461.598943,2136271.471,0,0,0,1,0,0,0,0,1,839.375,74.36666667,1514.382353,612,0,0,0,0,0,0,30,2231,34,51489,8192,1080,29,20,237078.0909,556620.2779,1913836,60934,9985359.727,34032.66493,10000000,9910755
443,61921407,17,20,1213,6034,340,0,71.35294118,97.5396978,2860,0,301.7,687.5084765,117.0354543,0.597531642,1720039.083,9743506.226,58500000,1,61900000,3870087.938,14600000.0,58600000,149,61900000,3255515.053,13400000.0,58600000,1,0,0,0,0,352,412,0.274541565,0.322990077,0,2860,190.7105263,510.9039106,261022.8058,0,0,0,1,0,0,0,0,1,195.8648649,71.35294118,301.7,352,0,0,0,0,0,0,17,1213,20,6034,8192,368,16,20,3322054.0,0.0,3322054,3322054,58500000.0,0.0,58500000,58500000
443,65233840,2437,2816,16531,6472558,1315,0,6.783340172,29.16912917,8760,0,2298.493608,977.4282757,99474.27593,80.52569035,12420.76161,812842.9161,58700000,-1,65200000,26779.08046,1193497.615,58700000,0,65200000,23150.31794,1110636.028,58800000,1,0,0,0,0,52928,56332,37.35791117,43.16777918,0,8760,1235.075942,1348.62888,1818799.856,0,0,0,1,0,0,0,0,1,1235.31106,6.783340172,2298.493608,52928,0,0,0,0,0,0,2437,16531,2816,6472558,8192,75,2088,20,6420782.0,0.0,6420782,6420782,58700000.0,0.0,58700000,58700000
443,117952574,95,136,3552,213995,1340,0,37.38947368,192.5104747,4380,0,1573.492647,809.5233805,1844.35992,1.958414235,512837.2783,2161622.129,10000000,3,118000000,1254814.617,3256379.449,10000000,46,113000000,833601.363,2749940.606,10000000,8,0,0,0,0,1912,2864,0.805408452,1.153005783,0,4380,937.7025862,986.5128196,973207.5432,0,0,0,1,0,0,0,0,1,941.7619048,37.38947368,1573.492647,1912,0,0,0,0,0,0,95,3552,136,213995,8192,70,94,20,217464.5833,693564.3619,2419809,14949,9611912.75,1326394.549,10000000,5400895
443,115576822,22,19,888,12701,423,0,40.36363636,98.31220699,3465,0,668.4736842,1206.039541,117.5754772,0.354742407,2889420.55,4502259.133,10000000,3,116000000,5503658.19,4969425.198,10000000,3,111000000,6150693.111,5004900.845,10000000,192,0,0,0,0,452,524,0.190349584,0.164392823,0,3465,323.547619,862.6953565,744243.2782,0,0,0,1,0,0,0,0,0,331.4390244,40.36363636,668.4736842,452,0,0,0,0,0,0,22,888,19,12701,8192,123,21,20,60247.18182,112219.7066,398367,22043,10000000.0,4264.375126,10000000,9993857
443,117952514,54,76,3313,93960,1349,0,61.35185185,254.4187721,2920,0,1236.315789,597.2219958,824.6793282,1.102138442,914360.5736,2818372.314,10000000,3,118000000,2225519.132,4080075.946,10000000,3,113000000,1512144.627,3595236.215,11000000,3,0,0,0,0,1092,1664,0.457811353,0.644327089,0,2920,742.5419847,756.1002911,571687.6501,0,0,0,1,0,0,0,0,1,748.2538462,61.35185185,1236.315789,1092,0,0,0,0,0,0,54,3313,76,93960,8192,70,53,20,306879.8182,699066.5104,2205727,14981,10000000.0,2606.581105,10000000,9998008
443,116819635,25,23,2236,6443,549,0,89.44,176.4539789,1460,0,280.1304348,508.9861852,74.29401744,0.41088983,2485524.149,4264338.881,10100000,3,117000000,4867484.792,4954066.6,10100000,3,112000000,5078874.773,5078099.718,10100000,48,0,0,0,0,512,472,0.21400512,0.19688471,0,1460,177.122449,379.5380763,144049.1514,0,0,0,1,0,0,0,0,0,180.8125,89.44,280.1304348,512,0,0,0,0,0,0,25,2236,23,6443,8192,5120,24,20,142674.6667,391633.1195,1386242,28219,9592294.667,1429125.793,10100000,5055298
443,117029002,26,23,2242,6443,549,0,86.23076923,173.6615807,1460,0,280.1304348,508.9861852,74.21237344,0.418699631,2438104.208,4227365.248,10100000,2,117000000,4681160.08,4930582.072,10100000,3,112000000,5088399.909,5064705.863,10100000,2,0,0,0,0,532,472,0.222167151,0.19653248,0,1460,173.7,376.4240038,141695.0306,0,0,0,1,0,0,0,0,0,177.244898,86.23076923,280.1304348,532,0,0,0,0,0,0,26,2242,23,6443,8192,5120,25,20,167544.75,481182.8553,1695505,28320,9584871.833,1426731.304,10100000,5055657
443,116839477,21,17,897,5816,445,0,42.71428571,104.0971387,2230,0,342.1176471,737.4037126,57.454896,0.325232541,3157823.703,4529519.459,10200000,4,117000000,5841973.85,5016591.896,10400000,4,115000000,7205850.688,4855859.381,11300000,188,0,0,0,0,432,484,0.179733773,0.145498768,0,2230,172.1282051,507.5619319,257619.1147,0,0,0,1,0,0,0,0,0,176.6578947,42.71428571,342.1176471,432,0,0,0,0,0,0,21,897,17,5816,8192,980,20,20,465340.0909,455288.886,1496919,260984,10000000.0,48831.39291,10200000,9994863
443,117953909,136,212,3801,319288,1342,0,27.94852941,161.4686907,4380,0,1506.075472,602.9088053,2739.112275,2.950304936,339924.8098,1776061.121,10000000,1,118000000,873732.6593,2775186.199,10100000,2,113000000,533477.6398,2232780.587,10100000,37,0,0,0,0,2732,4384,1.152992734,1.797312203,0,4380,925.756447,867.8391157,753144.7307,0,0,0,1,0,0,0,0,1,928.4166667,27.94852941,1506.075472,2732,0,0,0,0,0,0,136,3801,212,319288,8192,70,135,20,213475.9167,681237.8053,2376681,14967,9616016.333,1335628.097,10000000,5374943
443,117007482,21,19,1002,4353,550,0,47.71428571,124.8407557,1460,0,229.1052632,476.3706417,45.76630407,0.34185848,3000191.846,4465709.709,10100000,3,117000000,5850374.1,5004220.076,10300000,3,114000000,6354556.167,5049170.505,10300000,49,0,0,0,0,432,524,0.179475702,0.162382778,0,1460,130.6097561,344.3151084,118552.8939,0,0,0,1,0,0,0,0,0,133.875,47.71428571,229.1052632,432,0,0,0,0,0,0,21,1002,19,4353,8192,981,20,20,388889.4545,459192.7011,1773401,249410,10000000.0,46180.2746,10100000,9920968
443,117029534,26,23,2242,6443,549,0,86.23076923,173.6615807,1460,0,280.1304348,508.9861852,74.21203608,0.418697728,2438115.292,4203858.375,10100000,2,117000000,4681181.36,4891315.54,10100000,3,113000000,5134480.0,5116134.197,11000000,2,0,0,0,0,532,472,0.222166141,0.196531587,0,1460,173.7,376.4240038,141695.0306,0,0,0,1,0,0,0,0,0,177.244898,86.23076923,280.1304348,532,0,0,0,0,0,0,26,2242,23,6443,8192,5120,25,20,277228.4545,576322.8106,1756504,28223,9991607.727,55462.92317,10100000,9833675
443,117029955,25,23,2236,6443,549,0,89.44,176.4539789,1460,0,280.1304348,508.9861852,74.16050019,0.410151401,2489999.043,4251410.453,10000000,3,117000000,4876248.125,4928225.73,10000000,3,112000000,5084513.591,5065255.882,10000000,48,0,0,0,0,512,472,0.213620521,0.19653088,0,1460,177.122449,379.5380763,144049.1514,0,0,0,1,0,0,0,0,0,180.8125,89.44,280.1304348,512,0,0,0,0,0,0,25,2236,23,6443,8192,5120,24,20,174251.0,498367.6123,1756727,28326,9578245.0,1398445.661,10000000,5142045
80,118210693,29,23,3560,15709,430,0,122.7586207,192.9932743,1963,0,683.0,883.0807643,163.0055582,0.439892523,2317856.725,4113845.995,10100000,3,118000000,4220941.357,4815823.184,10100000,251,118000000,5371604.773,4836175.481,10100000,190,0,0,0,0,592,604,0.245324676,0.194567847,0,1963,363.5660377,655.7425183,429998.2504,0,0,0,1,0,0,0,0,0,370.5576923,122.7586207,683.0,592,0,0,0,0,0,0,29,3560,23,15709,8192,1181,28,20,735018.4545,2357189.524,7842208,22913,10000000.0,15854.36421,10100000,9994808
443,117047143,22,18,771,4259,303,0,35.04545455,77.4347512,1460,0,236.6111111,506.9729241,42.97413735,0.341742643,3001208.795,4530358.059,10000000,3,117000000,5573673.476,4919591.769,10000000,3,111000000,6550887.529,4849792.092,10000000,191,0,0,0,0,452,504,0.187958454,0.153784189,0,1460,122.6829268,350.4617268,122823.422,0,0,0,1,0,0,0,0,0,125.75,35.04545455,236.6111111,452,0,0,0,0,0,0,22,771,18,4259,8192,980,21,20,120463.0,331947.0146,1174511,23027,9633465.333,1251800.162,10000000,5658865
49473,351,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,139601.1396,11396.0114,117.0,147.0646117,283,3,351,175.5,243.9518395,348,3,0,0.0,0.0,0,0,0,0,0,0,60,20,8547.008547,2849.002849,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,70,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
49475,4,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,10800000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,0,750000.0,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,70,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0
49472,4,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,10800000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,0,750000.0,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,70,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0
49509,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,22933,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,523.2634195,87.21056992,22933.0,0.0,22933,22933,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43.60528496,43.60528496,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,1181,0,20,0.0,0.0,0,0,0.0,0.0,0,0
49501,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,5114,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,47,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,382978.7234,63829.78723,23.5,31.81980515,46,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,20,40,21276.59574,42553.19149,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,256,5114,0,20,0.0,0.0,0,0,0.0,0.0,0,0
49490,234,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,51282.05128,8547.008547,234.0,0.0,234,234,234,234.0,0.0,234,234,0,0.0,0.0,0,0,0,0,0,0,40,0,8547.008547,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,5114,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
49488,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,5114,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,116079561,16,14,514,1818,430,0,32.125,106.1105556,1812,0,129.8571429,484.1566589,20.08966936,0.258443431,4002743.483,4879573.9,10000000,51,116000000,7738637.4,4150255.818,10000000,554,110000000,8498949.077,3763337.584,10100000,1146,0,0,0,0,332,424,0.137836496,0.120606934,0,1812,75.22580645,331.3285087,109778.5806,0,0,0,1,0,0,0,0,0,77.73333333,32.125,129.8571429,332,0,0,0,0,0,0,16,514,14,1818,8192,946,15,20,41550.45455,11874.48871,76045,36746,10000000.0,4376.67246,10000000,9993776
80,115906146,16,14,514,1776,430,0,32.125,106.1105556,1770,0,126.8571429,472.9317494,19.75736472,0.258830106,3996763.655,4873444.557,10000000,74,116000000,7727076.4,4151043.334,10000000,39077,111000000,8505407.308,3749609.794,10000000,34508,0,0,0,0,332,424,0.138042723,0.120787383,0,1770,73.87096774,323.9946236,104972.5161,0,0,0,1,0,0,0,0,0,76.33333333,32.125,126.8571429,332,0,0,0,0,0,0,16,514,14,1776,8192,946,15,20,51039.45455,33789.98386,152651,38747,10000000.0,3237.161127,10000000,9994747
80,115984963,17,15,528,1964,444,0,31.05882353,106.431005,979,0,130.9333333,344.3176413,21.48554378,0.275897833,3741450.419,4809759.955,10000000,105,116000000,7249060.188,4413031.661,10000000,336,110000000,7880873.143,4224077.516,10000000,12958,0,0,0,0,364,444,0.146570724,0.129327109,0,979,75.51515152,245.3552426,60199.19508,0,0,0,1,0,0,0,0,0,77.875,31.05882353,130.9333333,364,0,0,0,0,0,0,17,528,15,1964,8192,119,15,20,46691.09091,79335.4709,285859,21991,9982552.091,67850.88553,10000000,9778364
14087,999812,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12.00225642,2.000376071,999812.0,0.0,999812,999812,999812,999812.0,0.0,999812,999812,0,0.0,0.0,0,0,0,0,0,0,40,0,2.000376071,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,8177,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,109762888,13,7,642,9502,213,0,49.38461538,83.84563044,3021,0,1357.428571,1301.073129,92.41739339,0.182210949,5776994.105,25100000.0,109000000,17,110000000,9146907.333,31500000.0,109000000,44,425677,70946.16667,129804.7965,332379,193,0,0,0,0,272,152,0.118437117,0.063773832,0,3021,483.047619,955.7997947,913553.2476,0,0,0,1,0,0,0,0,0,507.2,49.38461538,1357.428571,272,0,0,0,0,0,0,13,642,7,9502,65535,1013,12,20,0.0,0.0,0,0,0.0,0.0,0,0
49562,3,2,0,91,0,85,6,45.5,55.86143571,0,0,0.0,0.0,30300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,85,58.66666667,45.61067127,2080.333333,0,1,0,0,1,0,0,0,0,88.0,45.5,0.0,40,0,0,0,0,0,0,2,91,0,0,1013,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,112382071,61,65,56183,11084,2835,0,921.0327869,1144.719383,2636,0,170.5230769,384.3838457,598.5563302,1.121175281,899056.568,2647113.152,10000000,3,112000000,1872152.967,3603773.026,10100000,286,112000000,1755142.766,3533233.098,10100000,3,0,0,0,0,1232,1408,0.542791207,0.578384073,0,2835,529.6614173,917.5828168,841958.2257,0,0,0,1,0,0,0,0,1,533.8650794,921.0327869,170.5230769,1232,0,0,0,0,0,0,61,56183,65,11084,8192,616,60,20,931693.4545,1338255.707,3715962,50544,9280050.0,1268459.967,10000000,6724793
443,112402421,76,69,59292,11578,2605,0,780.1578947,893.7067983,1460,0,167.7971014,299.2286938,630.5024338,1.290007802,780572.3681,2489955.061,10000000,3,112000000,1498023.187,3313491.495,10100000,46,112000000,1652173.176,3461581.793,10100000,3,0,0,0,0,1532,1488,0.67614202,0.613865781,0,2605,485.4109589,741.8093506,550281.1127,0,0,0,1,0,0,0,0,0,488.7586207,780.1578947,167.7971014,1532,0,0,0,0,0,0,76,59292,69,11578,8192,650,75,20,897590.3636,1336984.216,3769652,50359,9316204.091,1191619.049,10000000,6695209
443,110368804,23,23,3218,7395,712,0,139.9130435,266.5044624,2920,0,321.5217391,672.4691186,96.15941838,0.416784438,2452640.089,4272120.551,10000000,26,110000000,5014428.182,5013601.981,10100000,229,110000000,5014421.773,5040549.621,10100000,48,0,0,0,0,472,468,0.208392219,0.208392219,0,2920,225.8085106,509.5320376,259622.8973,0,0,0,1,0,0,0,0,1,230.7173913,139.9130435,321.5217391,472,0,0,0,0,0,0,23,3218,23,7395,8192,528,22,20,152364.0,157984.7143,533497,51357,9876492.364,239431.0572,10000000,9218431
443,112445674,65,65,59560,11328,2858,0,916.3076923,1135.048731,4096,0,174.2769231,517.3336843,630.419984,1.15611384,871671.8915,2610933.443,10000000,3,112000000,1756174.688,3517792.852,10100000,48,112000000,1756108.25,3533642.067,10100000,3,0,0,0,0,1312,1408,0.57805692,0.57805692,0,4096,541.129771,951.8078054,905938.0984,0,0,0,1,0,0,0,0,1,545.2923077,916.3076923,174.2769231,1312,0,0,0,0,0,0,65,59560,65,11328,8192,639,64,20,930511.8182,1335636.968,3731774,50034,9287231.818,1258148.264,10000000,6713461
443,112434271,78,71,63091,11828,2825,0,808.8589744,947.066746,1460,0,166.5915493,295.6941749,666.3359786,1.325218714,759691.0203,2451390.785,10000000,1,112000000,1459529.61,3266953.375,10100000,48,112000000,1605428.014,3409787.005,10100000,1,0,0,0,0,1572,1528,0.693738656,0.631480058,0,2825,499.46,780.498908,609178.5454,0,0,0,1,0,0,0,0,0,502.8120805,808.8589744,166.5915493,1572,0,0,0,0,0,0,78,63091,71,11828,8192,690,77,20,933859.7273,1323372.084,3651645,50179,9282847.545,1242744.138,10000000,6753884
443,113396601,72,67,59260,11334,2844,0,823.0555556,1000.948549,2920,0,169.1641791,395.3840326,622.5407056,1.2257863,821714.5,2525275.876,10000000,3,113000000,1596427.465,3364702.066,10100000,48,113000000,1717369.621,3482017.6,10100000,3,0,0,0,0,1452,1448,0.634939666,0.590846634,0,2920,504.2428571,833.4184598,694586.3291,0,0,0,1,0,0,0,0,0,507.8705036,823.0555556,169.1641791,1452,0,0,0,0,0,0,72,59260,67,11334,8192,644,71,20,1082012.364,1703468.672,5354229,50076,9222201.273,1516825.86,10000000,5167852
443,110410836,23,22,3225,7396,715,0,140.2173913,267.2059057,4380,0,336.1818182,935.2207601,96.19526837,0.407568692,2509337.182,4303587.709,10000000,4,110000000,5016342.455,5010222.146,10100000,181,110000000,5255200.714,5032656.572,10100000,140,0,0,0,0,472,448,0.208312887,0.199255805,0,4380,230.8913043,673.7041628,453877.299,0,0,0,1,0,0,0,0,0,236.0222222,140.2173913,336.1818182,472,0,0,0,0,0,0,23,3225,22,7396,8192,528,22,20,157654.0,170551.2825,581641,50959,9875030.909,242617.9582,10000000,9209096
443,113446745,81,76,66251,12353,2593,0,817.9135802,916.6353037,1460,0,162.5394737,287.7930016,692.8713556,1.383909252,727222.7244,2380772.825,10000000,2,113000000,1417456.95,3195998.82,10100000,44,113000000,1511950.48,3298935.251,10100000,2,0,0,0,0,1632,1628,0.713991397,0.669917854,0,2593,497.4936709,759.3155378,576560.0859,0,0,0,1,0,0,0,0,0,500.6624204,817.9135802,162.5394737,1632,0,0,0,0,0,0,81,66251,76,12353,8192,747,80,20,1714575.8,2508639.282,6315307,50317,9625079.8,739080.0113,10000000,8185856
53,257529,1,1,45,118,45,45,45.0,0.0,118,118,118.0,0.0,632.9384264,7.766115661,257529.0,0.0,257529,257529,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,3.88305783,3.88305783,45,118,69.33333333,42.14656965,1776.333333,0,0,0,0,0,0,0,0,1,104.0,45.0,118.0,32,0,0,0,0,0,0,1,45,1,118,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,119998844,166861,217022,996331,475000000,1460,0,5.971023786,9.648284702,8760,6,2188.969482,839.0721183,3967128.767,3199.055818,312.5930468,5304.049634,1953879,-11,120000000,719.1580966,8058.433105,1953916,0,120000000,552.9356698,7427.694082,1976447,0,0,0,0,0,3469256,4340440,1390.521729,1808.534089,0,8760,1240.094211,1252.631861,1569086.578,0,0,0,0,1,0,0,0,1,1240.097441,5.971023786,2188.969482,3469256,0,0,0,0,0,0,166861,996331,217022,475054535,1022,1026,159735,20,0.0,0.0,0,0,0.0,0.0,0,0
