time,level,content,anomaly_label,heuristic_anomaly
Sat Jun 11 03:03:09 2005,error,mod_jk child init 1 -2,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/cgi,1,1
Sat Jun 11 03:03:09 2005,error,mod_jk child init 1 -2,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,jk2_init() Can't find child 4247 in scoreboard,1,1
Sat Jun 11 03:03:09 2005,error,mod_jk child init 1 -2,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,jk2_init() Can't find child 4248 in scoreboard,1,1
Sat Jun 11 03:03:09 2005,error,mod_jk child init 1 -2,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,jk2_init() Can't find child 4249 in scoreboard,1,1
Sat Jun 11 03:03:09 2005,error,mod_jk child init 1 -2,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:09 2005,error,jk2_init() Can't find child 4251 in scoreboard,1,1
Sat Jun 11 03:03:09 2005,error,mod_jk child init 1 -2,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:09 2005,error,jk2_init() Can't find child 4252 in scoreboard,1,1
Sat Jun 11 03:03:09 2005,error,mod_jk child init 1 -2,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,jk2_init() Can't find child 4253 in scoreboard,1,1
Sat Jun 11 03:03:09 2005,error,mod_jk child init 1 -2,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,jk2_init() Can't find child 4257 in scoreboard,1,1
Sat Jun 11 03:03:09 2005,error,mod_jk child init 1 -2,1,1
Sat Jun 11 03:03:09 2005,error,jk2_init() Can't find child 4258 in scoreboard,1,1
Sat Jun 11 03:03:09 2005,error,mod_jk child init 1 -2,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:09 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/cgi,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/cgi,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/cgi,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
Sat Jun 11 03:03:10 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/cgi,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/cgi,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] script not found or unable to stat: /var/www/cgi-bin/stats,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/stats/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
Sat Jun 11 03:03:11 2005,error,[client 202.133.98.6] File does not exist: /var/www/html/awstats.pl,1,1
